transaction_id,player_id,transaction_datetime,game_type,payment_method,stake_amount,win_amount,deposit_amount,withdrawal_amount,bonus_amount,transaction_date
T003801,P0272,2026-02-06 03:19:00,Live Casino,E-Wallet,72.59,70.07,0.0,0.0,0.0,2026-02-06
T003802,P0272,2026-01-06 07:16:00,Slots,Card,19.71,16.04,0.0,0.0,0.0,2026-01-06
T003803,P0272,2026-02-27 15:10:00,Live Casino,Card,56.77,42.99,0.0,0.0,0.0,2026-02-27
T003804,P0272,2026-02-05 08:26:00,Poker,Bank Transfer,60.78,61.84,0.0,0.0,0.0,2026-02-05
T003805,P0272,2026-03-19 07:56:00,Table Games,Bank Transfer,32.59,22.82,15.31,0.0,0.0,2026-03-19
T003806,P0272,2026-02-26 01:45:00,Sportsbook,Card,6.74,6.27,9.66,0.0,0.0,2026-02-26
T003807,P0272,2026-02-18 13:53:00,Live Casino,Card,18.34,13.41,18.84,0.0,46.29,2026-02-18
T003808,P0272,2026-01-22 16:41:00,Slots,Card,56.86,48.5,0.0,0.0,39.38,2026-01-22
T003809,P0272,2026-03-24 00:59:00,Slots,Card,35.59,26.56,0.0,0.0,0.0,2026-03-24
T003810,P0272,2026-03-11 07:44:00,Sportsbook,E-Wallet,14.07,12.18,0.0,0.0,0.0,2026-03-11
T003811,P0272,2026-01-23 10:04:00,Sportsbook,E-Wallet,23.56,21.08,0.0,0.0,26.84,2026-01-23
T003812,P0272,2026-02-14 19:19:00,Sportsbook,E-Wallet,37.8,37.38,0.0,0.0,0.0,2026-02-14
T003813,P0272,2026-01-13 17:01:00,Sportsbook,E-Wallet,35.53,32.46,0.0,0.0,0.0,2026-01-13
T003814,P0272,2026-02-15 11:10:00,Slots,Bank Transfer,53.72,49.07,67.01,0.0,27.85,2026-02-15
T003815,P0272,2026-03-22 11:56:00,Live Casino,Card,144.59,108.48,0.0,0.0,0.0,2026-03-22
T003816,P0272,2026-03-03 19:19:00,Sportsbook,Crypto,42.42,45.57,0.0,0.0,24.93,2026-03-03
T003817,P0272,2026-02-12 13:41:00,Slots,Bank Transfer,31.26,19.91,10.67,0.0,0.0,2026-02-12
T003818,P0273,2026-03-29 08:16:00,Poker,Bank Transfer,41.92,43.92,43.48,18.51,0.0,2026-03-29
T003819,P0273,2026-02-20 23:15:00,Table Games,Card,41.44,32.1,0.0,0.0,40.3,2026-02-20
T003820,P0273,2026-02-01 03:13:00,Slots,Card,66.84,49.53,0.0,0.0,0.0,2026-02-01
T003821,P0273,2026-01-17 13:44:00,Live Casino,Card,71.25,73.2,0.0,0.0,0.0,2026-01-17
T003822,P0273,2026-02-03 09:15:00,Slots,Bank Transfer,136.05,138.48,0.0,0.0,9.62,2026-02-03
T003823,P0273,2026-02-23 23:54:00,Sportsbook,Card,32.1,26.84,0.0,0.0,0.0,2026-02-23
T003824,P0273,2026-01-19 18:16:00,Poker,E-Wallet,31.18,27.12,0.0,0.0,32.88,2026-01-19
T003825,P0273,2026-03-19 07:57:00,Slots,Card,20.51,16.85,29.65,0.0,26.87,2026-03-19
T003826,P0273,2026-01-29 03:14:00,Sportsbook,Bank Transfer,83.37,48.54,105.25,0.0,0.0,2026-01-29
T003827,P0273,2026-03-23 21:15:00,Table Games,Card,28.65,27.77,58.59,0.0,0.0,2026-03-23
T003828,P0273,2026-01-23 17:13:00,Live Casino,Bank Transfer,20.99,18.36,0.0,0.0,0.0,2026-01-23
T003829,P0273,2026-03-01 10:45:00,Slots,E-Wallet,104.22,74.45,0.0,0.0,0.0,2026-03-01
T003830,P0273,2026-01-12 06:53:00,Sportsbook,Bank Transfer,16.25,9.0,0.0,0.0,0.0,2026-01-12
T003831,P0273,2026-03-16 08:22:00,Table Games,E-Wallet,63.61,55.92,0.0,0.0,0.0,2026-03-16
T003832,P0273,2026-02-24 19:50:00,Sportsbook,Card,23.8,33.15,0.0,0.0,0.0,2026-02-24
T003833,P0273,2026-03-22 12:14:00,Table Games,E-Wallet,19.67,15.85,0.0,0.0,26.8,2026-03-22
T003834,P0273,2026-03-27 19:56:00,Table Games,Card,58.87,52.44,0.0,0.0,0.0,2026-03-27
T003835,P0273,2026-02-06 20:36:00,Slots,Card,80.39,56.73,0.0,0.0,0.0,2026-02-06
T003836,P0274,2026-02-10 03:36:00,Slots,E-Wallet,10.07,13.73,0.0,0.0,0.0,2026-02-10
T003837,P0274,2026-02-26 20:22:00,Poker,Bank Transfer,24.12,26.54,0.0,0.0,0.0,2026-02-26
T003838,P0274,2026-01-07 06:19:00,Slots,Card,42.63,38.88,18.76,0.0,143.1,2026-01-07
T003839,P0274,2026-02-10 14:32:00,Live Casino,Card,19.99,11.88,7.9,0.0,154.45,2026-02-10
T003840,P0274,2026-02-26 12:26:00,Slots,Bank Transfer,51.37,42.49,27.15,0.0,54.65,2026-02-26
T003841,P0274,2026-01-13 15:47:00,Live Casino,Bank Transfer,17.57,12.21,7.45,27.51,51.63,2026-01-13
T003842,P0274,2026-01-20 15:58:00,Sportsbook,Card,36.48,34.75,0.0,0.0,0.0,2026-01-20
T003843,P0274,2026-02-02 04:17:00,Sportsbook,E-Wallet,14.74,19.15,17.59,61.21,64.7,2026-02-02
T003844,P0274,2026-01-13 05:35:00,Sportsbook,Bank Transfer,32.19,27.63,0.0,0.0,0.0,2026-01-13
T003845,P0274,2026-03-08 17:40:00,Slots,E-Wallet,24.16,26.83,12.93,0.0,87.7,2026-03-08
T003846,P0274,2026-02-09 08:56:00,Slots,E-Wallet,58.31,53.45,0.0,0.0,0.0,2026-02-09
T003847,P0274,2026-01-18 08:43:00,Slots,Crypto,121.51,60.72,20.16,0.0,127.88,2026-01-18
T003848,P0274,2026-02-13 23:19:00,Table Games,Card,117.44,69.53,4.09,0.0,50.49,2026-02-13
T003849,P0274,2026-03-04 14:45:00,Sportsbook,E-Wallet,168.44,187.2,28.59,0.0,116.25,2026-03-04
T003850,P0274,2026-03-01 15:12:00,Slots,E-Wallet,118.24,90.1,17.71,18.55,93.16,2026-03-01
T003851,P0275,2026-02-20 13:39:00,Live Casino,E-Wallet,108.25,90.82,0.0,0.0,0.0,2026-02-20
T003852,P0275,2026-01-23 06:42:00,Sportsbook,E-Wallet,91.36,88.84,49.39,0.0,0.0,2026-01-23
T003853,P0275,2026-03-14 17:25:00,Slots,Bank Transfer,88.85,79.41,0.0,0.0,0.0,2026-03-14
T003854,P0275,2026-03-15 19:05:00,Slots,Card,66.65,51.86,0.0,0.0,0.0,2026-03-15
T003855,P0275,2026-01-14 03:44:00,Slots,Card,90.34,71.76,0.0,0.0,0.0,2026-01-14
T003856,P0275,2026-01-03 13:07:00,Table Games,E-Wallet,149.32,165.78,0.0,0.0,0.0,2026-01-03
T003857,P0275,2026-03-26 15:58:00,Sportsbook,Card,45.7,43.13,0.0,0.0,0.0,2026-03-26
T003858,P0275,2026-03-08 01:04:00,Poker,Card,112.03,100.48,0.0,0.0,0.0,2026-03-08
T003859,P0275,2026-02-21 16:56:00,Sportsbook,Card,269.0,252.11,13.21,0.0,0.0,2026-02-21
T003860,P0275,2026-01-17 11:59:00,Live Casino,Card,87.06,75.51,54.47,0.0,0.0,2026-01-17
T003861,P0275,2026-02-16 03:31:00,Sportsbook,E-Wallet,44.65,50.99,105.08,0.0,0.0,2026-02-16
T003862,P0275,2026-03-29 03:17:00,Slots,Card,145.76,135.72,0.0,37.09,0.0,2026-03-29
T003863,P0276,2026-03-20 13:52:00,Table Games,Bank Transfer,29.53,45.47,0.0,0.0,0.0,2026-03-20
T003864,P0276,2026-02-27 05:48:00,Sportsbook,Bank Transfer,138.99,143.68,0.0,0.0,0.0,2026-02-27
T003865,P0276,2026-03-24 01:04:00,Slots,E-Wallet,179.57,195.34,161.33,0.0,0.0,2026-03-24
T003866,P0276,2026-02-10 15:31:00,Live Casino,E-Wallet,42.13,38.98,40.45,0.0,0.0,2026-02-10
T003867,P0276,2026-01-31 16:08:00,Sportsbook,Bank Transfer,239.26,236.23,0.0,0.0,0.0,2026-01-31
T003868,P0276,2026-01-24 22:31:00,Slots,Bank Transfer,86.43,108.17,70.54,0.0,0.0,2026-01-24
T003869,P0276,2026-03-20 17:09:00,Live Casino,E-Wallet,84.2,71.2,0.0,0.0,0.0,2026-03-20
T003870,P0276,2026-03-18 02:43:00,Live Casino,Card,40.28,30.4,0.0,0.0,0.0,2026-03-18
T003871,P0276,2026-02-25 18:22:00,Sportsbook,Card,71.36,56.09,0.0,0.0,0.0,2026-02-25
T003872,P0276,2026-03-23 15:57:00,Slots,E-Wallet,122.0,131.77,0.0,0.0,0.0,2026-03-23
T003873,P0276,2026-01-20 12:28:00,Sportsbook,Card,86.74,75.18,0.0,0.0,0.0,2026-01-20
T003874,P0276,2026-01-07 05:34:00,Slots,Bank Transfer,158.29,166.47,0.0,0.0,0.0,2026-01-07
T003875,P0276,2026-02-28 15:15:00,Sportsbook,Card,100.71,60.97,0.0,0.0,0.0,2026-02-28
T003876,P0276,2026-02-06 06:16:00,Slots,Crypto,112.96,124.75,0.0,60.3,0.0,2026-02-06
T003877,P0276,2026-03-30 12:09:00,Live Casino,Crypto,128.71,126.41,0.0,0.0,0.0,2026-03-30
T003878,P0276,2026-01-14 22:26:00,Sportsbook,Bank Transfer,70.93,44.26,0.0,0.0,0.0,2026-01-14
T003879,P0276,2026-03-19 15:25:00,Slots,Crypto,155.75,130.1,0.0,0.0,0.0,2026-03-19
T003880,P0276,2026-01-20 01:59:00,Slots,Card,48.81,33.21,0.0,26.36,15.09,2026-01-20
T003881,P0277,2026-02-19 06:27:00,Slots,Bank Transfer,106.95,100.88,0.0,0.0,0.0,2026-02-19
T003882,P0277,2026-03-04 09:53:00,Slots,Crypto,32.19,25.22,0.0,0.0,0.0,2026-03-04
T003883,P0277,2026-03-28 07:03:00,Sportsbook,E-Wallet,16.62,16.91,0.0,0.0,0.0,2026-03-28
T003884,P0277,2026-01-10 21:46:00,Slots,Card,30.63,32.46,56.77,21.67,16.56,2026-01-10
T003885,P0277,2026-03-19 00:08:00,Slots,Bank Transfer,67.24,69.18,0.0,0.0,0.0,2026-03-19
T003886,P0277,2026-02-14 01:39:00,Live Casino,E-Wallet,24.7,16.66,0.0,0.0,0.0,2026-02-14
T003887,P0277,2026-02-24 12:27:00,Table Games,Crypto,29.57,19.6,0.0,0.0,0.0,2026-02-24
T003888,P0277,2026-02-17 19:53:00,Slots,Bank Transfer,31.54,24.25,0.0,0.0,48.46,2026-02-17
T003889,P0277,2026-01-01 00:32:00,Slots,Bank Transfer,5.0,4.75,0.0,0.0,0.0,2026-01-01
T003890,P0278,2026-02-07 11:02:00,Live Casino,Card,157.53,131.54,0.0,0.0,0.0,2026-02-07
T003891,P0278,2026-03-25 22:19:00,Slots,Card,77.19,52.15,0.0,0.0,0.0,2026-03-25
T003892,P0278,2026-03-12 07:16:00,Live Casino,E-Wallet,63.06,52.88,0.0,0.0,0.0,2026-03-12
T003893,P0278,2026-03-03 05:53:00,Table Games,Card,67.1,36.95,5.38,0.0,0.0,2026-03-03
T003894,P0278,2026-02-24 22:52:00,Sportsbook,Card,64.2,60.08,0.0,0.0,0.0,2026-02-24
T003895,P0278,2026-02-18 06:49:00,Slots,E-Wallet,28.98,34.22,0.0,0.0,0.0,2026-02-18
T003896,P0278,2026-03-17 05:02:00,Slots,E-Wallet,22.14,18.06,44.46,0.0,0.0,2026-03-17
T003897,P0278,2026-01-13 18:47:00,Slots,Bank Transfer,69.79,68.75,22.05,0.0,0.0,2026-01-13
T003898,P0278,2026-03-13 16:12:00,Sportsbook,Card,55.92,53.98,0.0,0.0,0.0,2026-03-13
T003899,P0278,2026-02-16 00:35:00,Slots,E-Wallet,26.06,26.63,261.3,0.0,0.0,2026-02-16
T003900,P0278,2026-03-23 11:11:00,Slots,Bank Transfer,22.34,18.05,0.0,0.0,0.0,2026-03-23
T003901,P0279,2026-01-20 07:50:00,Sportsbook,Card,41.05,26.57,126.32,0.0,0.0,2026-01-20
T003902,P0279,2026-01-28 06:13:00,Slots,Bank Transfer,106.26,90.99,47.25,0.0,19.3,2026-01-28
T003903,P0279,2026-01-04 19:57:00,Slots,Card,92.03,103.7,0.0,23.0,41.8,2026-01-04
T003904,P0279,2026-02-12 19:41:00,Slots,Bank Transfer,54.96,58.73,0.0,0.0,0.0,2026-02-12
T003905,P0279,2026-01-05 07:51:00,Table Games,Crypto,44.6,42.19,0.0,0.0,0.0,2026-01-05
T003906,P0279,2026-01-06 22:44:00,Table Games,Card,5.04,3.95,0.0,0.0,0.0,2026-01-06
T003907,P0279,2026-03-06 08:09:00,Poker,E-Wallet,107.87,117.87,133.5,0.0,0.0,2026-03-06
T003908,P0279,2026-01-02 10:32:00,Sportsbook,E-Wallet,132.6,108.78,24.75,0.0,0.0,2026-01-02
T003909,P0279,2026-02-16 01:07:00,Slots,Card,108.73,74.67,0.0,0.0,0.0,2026-02-16
T003910,P0279,2026-01-27 18:00:00,Poker,Crypto,127.89,53.91,0.0,0.0,25.5,2026-01-27
T003911,P0279,2026-03-27 07:41:00,Sportsbook,Crypto,200.51,150.8,0.0,78.92,0.0,2026-03-27
T003912,P0279,2026-02-12 19:55:00,Slots,E-Wallet,108.44,121.52,0.0,0.0,0.0,2026-02-12
T003913,P0279,2026-02-26 08:30:00,Live Casino,Card,182.83,160.53,0.0,0.0,5.6,2026-02-26
T003914,P0279,2026-03-02 14:51:00,Sportsbook,E-Wallet,135.72,93.83,0.0,0.0,0.0,2026-03-02
T003915,P0279,2026-03-03 04:03:00,Slots,E-Wallet,44.83,42.24,89.03,0.0,0.0,2026-03-03
T003916,P0279,2026-01-16 11:51:00,Table Games,Bank Transfer,147.91,110.3,110.47,0.0,0.0,2026-01-16
T003917,P0279,2026-02-16 11:17:00,Sportsbook,Bank Transfer,123.0,55.97,29.58,0.0,0.0,2026-02-16
T003918,P0280,2026-02-16 14:32:00,Slots,Card,211.51,115.97,0.0,0.0,0.0,2026-02-16
T003919,P0280,2026-01-08 23:22:00,Slots,Card,84.84,73.84,39.35,0.0,0.0,2026-01-08
T003920,P0280,2026-02-26 12:23:00,Sportsbook,E-Wallet,78.94,32.17,0.0,0.0,0.0,2026-02-26
T003921,P0280,2026-03-29 12:06:00,Slots,Card,44.44,42.51,167.33,0.0,0.0,2026-03-29
T003922,P0280,2026-03-01 09:43:00,Slots,Card,170.97,192.05,0.0,0.0,0.0,2026-03-01
T003923,P0280,2026-01-03 04:56:00,Table Games,Bank Transfer,132.43,97.21,0.0,0.0,0.0,2026-01-03
T003924,P0280,2026-02-19 15:55:00,Slots,Bank Transfer,165.88,152.45,0.0,0.0,0.0,2026-02-19
T003925,P0280,2026-03-03 11:22:00,Table Games,Bank Transfer,140.85,101.05,13.41,0.0,0.0,2026-03-03
T003926,P0280,2026-03-11 02:47:00,Sportsbook,E-Wallet,31.4,18.62,0.0,0.0,0.0,2026-03-11
T003927,P0280,2026-02-22 19:09:00,Sportsbook,E-Wallet,85.98,68.08,0.0,0.0,0.0,2026-02-22
T003928,P0280,2026-03-31 11:18:00,Sportsbook,E-Wallet,192.68,206.32,0.0,0.0,0.0,2026-03-31
T003929,P0280,2026-02-10 07:19:00,Slots,Card,228.63,183.31,0.0,0.0,0.0,2026-02-10
T003930,P0280,2026-03-28 10:37:00,Slots,Card,198.84,122.96,0.0,0.0,0.0,2026-03-28
T003931,P0280,2026-01-15 19:21:00,Live Casino,Card,95.04,109.94,0.0,0.0,0.0,2026-01-15
T003932,P0280,2026-02-12 07:09:00,Slots,Card,128.74,104.87,0.0,0.0,0.0,2026-02-12
T003933,P0280,2026-02-11 09:56:00,Live Casino,Bank Transfer,47.53,57.46,0.0,0.0,0.0,2026-02-11
T003934,P0280,2026-01-25 01:27:00,Slots,E-Wallet,80.51,64.56,0.0,0.0,0.0,2026-01-25
T003935,P0280,2026-03-23 08:51:00,Live Casino,E-Wallet,40.06,32.95,0.0,0.0,0.0,2026-03-23
T003936,P0281,2026-03-14 04:18:00,Slots,Bank Transfer,30.23,27.38,0.0,0.0,0.0,2026-03-14
T003937,P0281,2026-03-16 21:11:00,Slots,E-Wallet,96.71,101.87,0.0,0.0,0.0,2026-03-16
T003938,P0281,2026-01-17 00:29:00,Live Casino,E-Wallet,115.11,85.23,0.0,0.0,0.0,2026-01-17
T003939,P0281,2026-01-30 01:32:00,Live Casino,Card,111.97,127.56,0.0,0.0,0.0,2026-01-30
T003940,P0281,2026-02-05 02:04:00,Table Games,E-Wallet,33.45,21.89,0.0,40.63,0.0,2026-02-05
T003941,P0281,2026-03-01 23:07:00,Table Games,Bank Transfer,89.12,89.12,0.0,0.0,0.0,2026-03-01
T003942,P0281,2026-01-16 20:44:00,Table Games,Card,98.5,111.56,0.0,0.0,0.0,2026-01-16
T003943,P0281,2026-03-23 15:27:00,Slots,Card,94.05,67.24,0.0,0.0,0.0,2026-03-23
T003944,P0281,2026-03-14 10:40:00,Slots,Card,254.93,297.07,0.0,0.0,0.0,2026-03-14
T003945,P0281,2026-02-10 03:31:00,Live Casino,Card,85.66,86.44,0.0,0.0,0.0,2026-02-10
T003946,P0281,2026-03-27 06:38:00,Sportsbook,Card,51.58,42.62,0.0,0.0,0.0,2026-03-27
T003947,P0281,2026-01-20 19:26:00,Sportsbook,Card,96.02,88.96,0.0,0.0,32.81,2026-01-20
T003948,P0281,2026-01-30 06:23:00,Slots,Card,73.3,71.44,0.0,0.0,0.0,2026-01-30
T003949,P0282,2026-03-25 22:20:00,Slots,Card,145.39,129.62,0.0,31.42,0.0,2026-03-25
T003950,P0282,2026-01-27 00:21:00,Slots,Card,90.66,87.87,5.32,0.0,157.86,2026-01-27
T003951,P0282,2026-01-15 03:44:00,Table Games,Card,456.46,456.6,26.91,0.0,101.14,2026-01-15
T003952,P0282,2026-02-27 06:14:00,Slots,Crypto,664.81,295.63,27.4,0.0,117.94,2026-02-27
T003953,P0282,2026-02-05 03:00:00,Live Casino,Card,487.31,443.72,2.42,0.0,124.9,2026-02-05
T003954,P0282,2026-02-12 05:40:00,Slots,E-Wallet,163.86,118.37,24.34,0.0,150.97,2026-02-12
T003955,P0282,2026-01-28 21:07:00,Slots,Bank Transfer,259.5,258.64,0.0,0.0,0.0,2026-01-28
T003956,P0282,2026-01-12 18:42:00,Slots,Card,89.91,79.82,20.46,0.0,132.34,2026-01-12
T003957,P0282,2026-02-06 10:25:00,Sportsbook,Card,179.02,216.39,0.0,0.0,0.0,2026-02-06
T003958,P0282,2026-02-11 11:18:00,Slots,E-Wallet,379.74,319.93,12.21,0.0,68.48,2026-02-11
T003959,P0282,2026-01-20 04:10:00,Slots,Card,122.28,110.42,8.1,0.0,70.16,2026-01-20
T003960,P0282,2026-01-21 15:11:00,Live Casino,Bank Transfer,175.93,192.39,0.0,0.0,0.0,2026-01-21
T003961,P0282,2026-01-09 13:58:00,Live Casino,Bank Transfer,267.6,216.95,21.81,0.0,45.62,2026-01-09
T003962,P0282,2026-01-21 13:45:00,Slots,Card,384.35,316.3,23.2,0.0,135.88,2026-01-21
T003963,P0282,2026-01-16 07:12:00,Poker,E-Wallet,254.13,339.97,12.13,0.0,149.15,2026-01-16
T003964,P0282,2026-02-28 19:09:00,Slots,E-Wallet,198.99,209.15,0.0,0.0,0.0,2026-02-28
T003965,P0282,2026-02-21 01:31:00,Slots,Card,175.52,136.28,10.53,0.0,35.57,2026-02-21
T003966,P0282,2026-01-14 15:14:00,Poker,Bank Transfer,166.97,174.43,0.0,0.0,0.0,2026-01-14
T003967,P0282,2026-03-21 20:08:00,Slots,Bank Transfer,293.3,359.55,29.67,0.0,80.92,2026-03-21
T003968,P0282,2026-03-10 08:02:00,Live Casino,Bank Transfer,209.8,177.96,20.74,0.0,117.11,2026-03-10
T003969,P0282,2026-02-06 13:43:00,Slots,Card,308.8,247.33,0.0,0.0,0.0,2026-02-06
T003970,P0282,2026-03-09 09:32:00,Table Games,Card,204.91,205.64,0.0,0.0,0.0,2026-03-09
T003971,P0282,2026-01-18 03:26:00,Live Casino,Card,306.19,173.35,25.89,0.0,158.29,2026-01-18
T003972,P0282,2026-01-15 19:13:00,Slots,Card,124.63,85.86,18.81,0.0,139.04,2026-01-15
T003973,P0282,2026-01-24 14:21:00,Sportsbook,Card,409.82,307.9,0.0,0.0,0.0,2026-01-24
T003974,P0282,2026-02-15 03:14:00,Slots,Card,170.44,129.87,0.0,0.0,0.0,2026-02-15
T003975,P0283,2026-02-21 12:51:00,Poker,Crypto,159.54,121.69,0.0,0.0,0.0,2026-02-21
T003976,P0283,2026-03-10 21:53:00,Slots,Card,305.74,313.83,0.0,0.0,0.0,2026-03-10
T003977,P0283,2026-02-25 07:41:00,Sportsbook,E-Wallet,210.49,75.83,0.0,0.0,9.67,2026-02-25
T003978,P0283,2026-01-13 09:55:00,Slots,Card,137.09,103.01,74.55,0.0,16.32,2026-01-13
T003979,P0283,2026-03-31 23:59:00,Poker,Card,291.63,291.02,0.0,0.0,0.0,2026-03-31
T003980,P0283,2026-03-22 04:14:00,Slots,E-Wallet,277.28,305.33,0.0,0.0,0.0,2026-03-22
T003981,P0283,2026-03-02 17:13:00,Poker,Crypto,166.89,208.68,0.0,0.0,0.0,2026-03-02
T003982,P0283,2026-01-12 22:24:00,Slots,E-Wallet,302.13,349.63,0.0,0.0,0.0,2026-01-12
T003983,P0283,2026-03-24 14:38:00,Sportsbook,Bank Transfer,207.07,146.79,12.84,0.0,0.0,2026-03-24
T003984,P0283,2026-03-11 06:55:00,Sportsbook,Bank Transfer,429.0,518.77,0.0,0.0,0.0,2026-03-11
T003985,P0283,2026-01-30 16:43:00,Slots,Card,491.52,420.49,0.0,0.0,0.0,2026-01-30
T003986,P0283,2026-02-04 21:20:00,Table Games,Bank Transfer,303.95,347.07,0.0,0.0,0.0,2026-02-04
T003987,P0283,2026-02-27 21:26:00,Live Casino,E-Wallet,228.67,199.71,0.0,0.0,0.0,2026-02-27
T003988,P0283,2026-01-29 06:03:00,Slots,E-Wallet,168.41,171.81,0.0,0.0,17.86,2026-01-29
T003989,P0283,2026-02-07 08:48:00,Slots,Card,51.93,36.24,0.0,0.0,0.0,2026-02-07
T003990,P0283,2026-01-14 04:29:00,Slots,Card,536.98,423.6,0.0,0.0,0.0,2026-01-14
T003991,P0283,2026-02-08 09:51:00,Live Casino,E-Wallet,240.69,188.28,0.0,0.0,0.0,2026-02-08
T003992,P0283,2026-03-30 10:00:00,Live Casino,E-Wallet,298.92,160.17,0.0,0.0,0.0,2026-03-30
T003993,P0283,2026-02-28 04:57:00,Slots,E-Wallet,217.22,185.08,0.0,45.8,0.0,2026-02-28
T003994,P0283,2026-02-04 15:36:00,Slots,Card,296.62,317.71,0.0,0.0,12.91,2026-02-04
T003995,P0283,2026-03-25 11:53:00,Sportsbook,E-Wallet,318.11,417.52,0.0,0.0,0.0,2026-03-25
T003996,P0283,2026-02-25 19:06:00,Slots,Crypto,232.38,194.25,0.0,0.0,0.0,2026-02-25
T003997,P0283,2026-02-02 17:40:00,Sportsbook,Card,188.72,170.44,0.0,0.0,0.0,2026-02-02
T003998,P0283,2026-01-05 12:11:00,Live Casino,Card,109.43,84.0,0.0,0.0,7.92,2026-01-05
T003999,P0283,2026-03-02 01:36:00,Live Casino,Card,296.24,186.56,52.46,0.0,0.0,2026-03-02
T004000,P0283,2026-03-22 17:50:00,Slots,Card,274.96,279.24,0.0,0.0,0.0,2026-03-22
T004001,P0283,2026-02-09 05:20:00,Table Games,E-Wallet,305.29,205.27,0.0,0.0,0.0,2026-02-09
T004002,P0283,2026-02-27 16:56:00,Slots,Crypto,104.39,99.81,0.0,0.0,0.0,2026-02-27
T004003,P0283,2026-01-29 18:42:00,Poker,Bank Transfer,621.76,662.0,0.0,33.64,0.0,2026-01-29
T004004,P0283,2026-01-10 16:51:00,Live Casino,Bank Transfer,278.8,258.71,0.0,0.0,0.0,2026-01-10
T004005,P0283,2026-03-16 00:44:00,Slots,Card,195.24,129.96,0.0,0.0,0.0,2026-03-16
T004006,P0283,2026-03-13 02:21:00,Poker,E-Wallet,177.95,112.92,0.0,0.0,0.0,2026-03-13
T004007,P0283,2026-01-04 23:42:00,Poker,E-Wallet,117.9,110.3,0.0,0.0,0.0,2026-01-04
T004008,P0283,2026-02-14 12:57:00,Slots,E-Wallet,373.38,369.85,0.0,0.0,0.0,2026-02-14
T004009,P0283,2026-03-16 05:15:00,Slots,Card,222.11,162.21,0.0,0.0,0.0,2026-03-16
T004010,P0283,2026-01-03 23:48:00,Slots,E-Wallet,223.5,179.67,0.0,0.0,0.0,2026-01-03
T004011,P0283,2026-01-11 03:12:00,Live Casino,Card,221.52,200.62,0.0,0.0,0.0,2026-01-11
T004012,P0284,2026-03-26 15:55:00,Slots,Card,21.78,17.32,0.0,58.69,0.0,2026-03-26
T004013,P0284,2026-01-22 06:51:00,Sportsbook,Crypto,43.83,32.48,83.69,0.0,0.0,2026-01-22
T004014,P0284,2026-03-18 23:37:00,Slots,E-Wallet,16.28,11.32,0.0,0.0,0.0,2026-03-18
T004015,P0285,2026-02-03 00:25:00,Slots,E-Wallet,72.81,78.48,0.0,0.0,42.66,2026-02-03
T004016,P0285,2026-01-27 11:12:00,Sportsbook,E-Wallet,14.65,13.12,0.0,0.0,24.31,2026-01-27
T004017,P0285,2026-03-12 08:39:00,Slots,Crypto,66.68,54.92,38.74,0.0,12.97,2026-03-12
T004018,P0285,2026-02-20 03:34:00,Slots,Card,36.09,32.77,63.95,0.0,0.0,2026-02-20
T004019,P0285,2026-03-17 04:00:00,Slots,Card,39.32,32.43,0.0,0.0,0.0,2026-03-17
T004020,P0285,2026-02-09 02:10:00,Slots,Card,189.05,150.82,0.0,0.0,0.0,2026-02-09
T004021,P0285,2026-03-24 08:59:00,Slots,E-Wallet,31.38,23.6,0.0,0.0,0.0,2026-03-24
T004022,P0285,2026-03-31 08:34:00,Live Casino,E-Wallet,66.45,57.17,0.0,0.0,0.0,2026-03-31
T004023,P0285,2026-03-11 03:59:00,Live Casino,Card,44.62,43.03,0.0,0.0,0.0,2026-03-11
T004024,P0285,2026-01-20 14:13:00,Live Casino,Crypto,22.78,28.73,0.0,0.0,37.05,2026-01-20
T004025,P0285,2026-03-21 18:24:00,Slots,Card,35.91,10.74,0.0,0.0,0.0,2026-03-21
T004026,P0285,2026-03-05 19:33:00,Table Games,Card,42.5,22.93,0.0,0.0,0.0,2026-03-05
T004027,P0285,2026-01-31 16:59:00,Live Casino,Bank Transfer,76.12,51.89,0.0,0.0,44.13,2026-01-31
T004028,P0285,2026-03-18 21:33:00,Table Games,Bank Transfer,211.48,238.92,0.0,0.0,0.0,2026-03-18
T004029,P0285,2026-02-18 22:51:00,Slots,E-Wallet,17.4,16.85,0.0,0.0,0.0,2026-02-18
T004030,P0285,2026-01-26 22:33:00,Slots,E-Wallet,26.07,24.92,55.86,0.0,0.0,2026-01-26
T004031,P0285,2026-02-19 17:26:00,Slots,Card,22.66,25.33,27.21,0.0,0.0,2026-02-19
T004032,P0285,2026-03-18 23:06:00,Slots,Crypto,70.86,90.27,0.0,0.0,0.0,2026-03-18
T004033,P0286,2026-01-18 19:39:00,Table Games,E-Wallet,89.07,119.47,22.36,0.0,0.0,2026-01-18
T004034,P0286,2026-01-17 04:13:00,Slots,E-Wallet,53.66,62.97,0.0,0.0,26.91,2026-01-17
T004035,P0286,2026-03-03 01:26:00,Slots,E-Wallet,55.53,55.59,0.0,0.0,0.0,2026-03-03
T004036,P0286,2026-01-25 05:27:00,Table Games,Bank Transfer,49.7,45.13,0.0,0.0,0.0,2026-01-25
T004037,P0286,2026-03-27 09:59:00,Slots,Card,32.91,24.0,0.0,0.0,0.0,2026-03-27
T004038,P0286,2026-01-05 08:12:00,Sportsbook,E-Wallet,25.09,21.16,0.0,0.0,46.26,2026-01-05
